id,name
FD0207004,"Пр.конс.ягоды,фрукты"
FD0207005,Пюре фрукто-ягодное
FD0208001,Концентраты
FD0208000,Концентраты
FD0208002,Сиропы
FD0209001,"Какао,шоколад раств."
FD0209000,"Кофе, какао, шоколад"
FD0209002,Кофе в зёрнах
FD0209003,Кофе в чалдах
FD0209004,Кофе весовой
FD0209005,Кофе молотый
FD0209006,Кофе растворимый
FD0210001,Горох
FD0210000,Крупы и зерновые
FD0210002,Гречка
FD0210003,Манная крупа
FD0210004,Прочие крупы и зерн.
FD0210005,Пшено
FD0210006,Рис
FD0210007,Фасоль
FD0210008,Хлопья зерновые
FD0210009,Чечевица
FD0211001,Макаронные изделия
FD0211000,Макаронные изделия
FD0211002,Спагетти
FD0211003,Этническ.макарон.изд
FD0212001,Масло кукурузное
FD0212000,Масло растительное
FD0212002,Масло оливковое
FD0212003,Масло подсолнечное
FD0212004,Масло раст. Прочие
FD0213001,Мука блинная
FD0213000,Мука
FD0213002,Мука пшеничная
FD0213003,Мука ржаная
FD0213004,Прочая мука
FD0214001,Арахис
FD0214000,Орехи
FD0214002,Грецкий орех
FD0214003,Кедровый орех
FD0214004,Кешью
FD0214005,Миндаль
FD0214006,Прочие орехи
FD0214007,Смеси орехов
FD0214008,Фисташки
FD0214009,Фундук
FD0215001,Питание для спортсм.
FD0215000,Питание для спортсменов
FD0216001,Бульоны сухие
FD0216000,Продукция быстрого приготовления
FD0216002,Каша быстрого приг.
FD0216003,Лапша быстрого приг.
FD0216004,Пр. прод. быст.приг.
FD0216005,Пюре быстрого приг.
FD0216006,Супы быстрого приг.
FD0216007,Супы готовые жидкие
FD0216008,Супы сухие для варки
FD0217001,Тростниковый
FD0217000,Сахар
FD0217002,Сахар-песок
FD0217003,Сахар-рафинад
FD0218001,Прочие семечки
FD0218000,Семечки
FD0218002,Семечки подсолнечные
FD0218003,Семечки тыквенные
FD0218004,Семечки бел.турецкие
FD0219001,Соль морская
FD0219000,Соль
FD0219002,Соль поваренная
FD0220001,Прочие соусы
FD0220000,Соусы
FD0220002,Соусы на май. основе
FD0220003,Кетчупы
FD0220004,Соусы соевые
FD0220005,"Соусы фрукт, ягодные"
FD0220006,Томатная паста
FD0220007,Соусы май.ос(теп.cкл
FD0220008,Соусы д/горячих блюд
FD0220009,Томатные соусы
FD0220010,Аджика
FD0220011,Этнические
FD0220012,Горчица
FD0220013,Хрен
FD0221001,"Специи,приправы,мар."
FD0221000,Специи
FD0221002,Моно специи
FD0221003,Приправы
FD0221004,Маринады
FD0221005,Смеси д/вторых блюд
FD0221006,Универсальные
FD0221007,Прочие
FD0222001,Кукурузные палочки
FD0222000,"Сухие завтраки, мюсли"
FD0222002,Мюсли
FD0222003,"Попкорн, кукуруза"
FD0222004,Сухие завтраки
FD0222005,Попкорн для СВЧ
FD0222006,Готовый попкорн
FD0223001,Дрожжи
FD0223000,Сухие компоненты и смеси (Food)
FD0223002,Желатин
FD0223003,Крахмал
FD0223004,Молоко сухое
FD0223005,Пр. комп. д/выпечки
FD0223006,Сливки сухие
FD0223007,Смесь для выпечки
FD0223008,Сода
FD0223009,Сухие десерты
FD0223010,Сухие напитки
FD0224001,Изюм
FD0224000,Сухофрукты
FD0224002,Курага
FD0224003,Прочие сухофрукты
FD0224004,Смеси с/фр. и орехов
FD0224005,Финики
FD0224006,Чернослив
FD0225001,Прочий уксус
FD0225000,Уксус
FD0225002,Уксус столовый
FD0226001,Чаи травяные
FD0226000,Чай
FD0226002,Чай Ассорти
FD0226003,Чай весовой
FD0226004,Чай зеленый
FD0226005,Чай фруктовый
FD0226006,Чай чёрный
FD0227001,Добавки для здоровья
FD0227000,БАД
FD0227002,Витамины
FD0301001,Детские вл. салфетки
FD0301000,Детские средства гигиены
FD0300000,Детские товары (Food)
FD0301002,Детские ср. д/купан.
FD0301003,Детские шампуни
FD0301004,Детское мыло
FD0301005,Кос.средства д/детей
FD0301006,"Подгуз.,пеленки дет."
FD0401001,Консервы мясные дет.
FD0401000,Детские консервированные смеси
FD0400000,Детское питание (Food)
FD0401002,Консервы овощные дет
FD0401003,Консервы рыбные дет.
FD0401004,Консервы смешан.дет.
FD0401005,Консервы фрукт. дет.
FD0402001,Детская вода
FD0402000,"Детские соки, чай, вода"
FD0402002,Дет.соки до 3-х лет
FD0402003,Детский чай
FD0403001,"Дет.каши,смеси б/мол"
FD0403000,Детские сухие смеси
FD0403002,"Дет.каши,смеси с/мол"
FD0403003,Детское печенье
FD0403004,Прочие сухие смеси
FD0404001,Сухие зам. мат.мол.
FD0404000,Заменитель материнского молока
FD0501001,Белковая продукция
FD0501000,Бакалея диабетическая
FD0500000,Диабетическое питание
FD0501002,"Варенье, мёд диаб."
FD0501003,Заменитель сахара
FD0501004,"Клетчатка, отруби"
FD0501005,Консервы диабетич.
FD0501006,Напитки диабетичес.
FD0501007,Соусы диабетические
FD0501008,Сухие завтраки диаб.
FD0501009,Сухие смеси диаб.
FD0501010,Чай диабетический
FD0502001,"Зефир,мармелад диаб."
FD0502000,Кондитерка диабетическая
FD0502002,"Кексы, выпечка диаб."
FD0502003,Конфеты диабетичес.
FD0502004,"Печенье, вафли диаб."
FD0502005,"Торты, пироги диаб."
FD0502006,"Шоколад, бат. диаб."
FD0601001,Вафли
FD0601000,Вафли
FD0600000,Кондитерские изделия (Food)
FD0601002,Вафли мягкие
FD0601003,Торты  вафельные
FD0601004,Вафельные трубочки
FD0602001,Восточные сладости
FD0602000,"Восточные сладости, халва"
FD0602002,"Халва, Козинак и пр."
FD0603001,Жевательная резинка
FD0603000,Жевательная резинка
FD0604001,Зефир
FD0604000,"Зефир, мармелад, пастила"
FD0604002,Мармелад
FD0604003,Пастила
FD0605001,"Кексы, куличи"
FD0605000,"Кексы, рулеты"
FD0605002,Круассаны
FD0605003,Рулеты
FD0605004,Пирожное с д.с.х.
FD0605005,Торты с д.с.х.
FD0606001,Драже
FD0606000,Конфеты
FD0606002,Ирис
FD0606003,Карамель
FD0606004,Конфеты шоколадные
FD0606005,Наборы конфет
FD0606006,"Орехи,семечки глаз."
FD0606007,Прочие конфеты
FD0606008,Сухофрукты глаз.
FD0606009,Новогодние подарки
FD0606010,Конфеты весовые
FD0606011,Суфле
FD0606012,Желейные
FD0606013,Весовые Ирис
FD0606014,Весовые Карамель
FD0606015,Весовые Шоколадные
FD0606016,Весовые Желейные
FD0606017,Весовые Суфле
FD0606018,Весовые Сухофрукты
FD0606019,Весовые Орехи
FD0607001,"Крекер, галеты"
FD0607000,"Печенье, крекер"
FD0607002,Печенье
FD0607003,"Вес.Печенье,крек,ваф"
FD0607004,Крекеры
FD0607005,Тарталетки
FD0607006,Печенье затяжное
FD0607007,Овсяное печенье
FD0607008,Традицион.сахарное
FD0607009,Песочное печенье
FD0607010,Прочее печенье
FD0608001,Пряники
FD0608000,Пряники
FD0609001,Блокирована(Пирож.дс
FD0609002,Блокирована(Пирож.св
FD0609003,Блокирована(Торт.ваф
FD0609004,Блокирована(Торт.дсх
FD0609005,Блокирована(Торты св
FD0610001,Чипсы картофельные
FD0610000,Чипсы
FD0610002,Чипсы прочие
FD0610003,Чипсы фруктовые
FD0611001,Батончики шоколадные
FD0611000,"Шоколад, батончики"
FD0611002,Шоколад плиточный
FD0611003,Шоколад фигурный
FD0612001,Шоколадно-орех.пасты
FD0612000,Шоколадные пасты
FD0701001,Витамины д/животных
FD0701000,"Витамины, добавки для животных"
FD0700000,Корма для животных
FD0702001,Корм для грызунов
FD0702000,Корма для других животных
FD0702002,Корм д/других живот.
FD0702003,Корм для птиц
FD0702004,Корм для рыбок
FD0703001,Консервы для кошек
FD0703000,Корма для кошек
FD0703002,Лакомства для кошек
FD0703003,Сухой корм для кошек
FD0704001,Консервы для собак
FD0704000,Корма для собак
FD0704002,Лакомства для собак
FD0704003,Сухой корм для cобак
FD0801001,Вино безалкогольное
FD0801000,Безалкогольное вино
FD0800000,"Соки, воды, пиво"
FD0802001,Минеральная вода
FD0802000,Вода
FD0802002,Питьевая вода
FD0803001,Квас и квасные нап.
FD0803000,"Напитки, квас, тоник"
FD0803002,Напитки сл. безалк.
FD0803003,Чайные напитки
FD0803004,Энергетические нап.
FD0803005,"Морсы, узвары"
FD0803006,Блокирована (Сокосод
FD0803007,Живой квас
AG_REBATE100000000000025500,Rabatt-Artikelgruppe
FD0803009,Напитки Сладк.н/газ.
FD0804001,Пиво импортное
FD0804000,Пиво
FD0804002,Пиво лицензионное
FD0804003,Пиво отечественное
FD0804004,Разливное пиво
FD0804005,Сидры
FD0804006,Пиво безалкогольное
FD0804007,Пиво крафтовое
FD0805001,Блокирована(Св.соки
FD0805002,"Соки,нектары в пак."
FD0805000,"Соки, нектары"
FD0805003,"Соки,нектары в стек."
FD0805004,"Морсы, узвары"
FD0805005,Сокосодержащие нап.
FD0901001,Бытовые осв. воздуха
FD0901000,Ароматизаторы
FD0900000,Сопутствующие товары (Food)
FD0901002,Освежители д/унитаза
FD0902001,Аксессуары д/рта
FD0902000,Гигиена рта
FD0902002,"Зубная паста, гель"
FD0902003,Зубные щётки
FD0902004,Ополаскиватели д/рта
FD0903001,Дек.косметика д/лица
FD0903000,"Декоративная косметика, туал вода."
FD0903002,Дек.космет.д/рук
FD0903003,Дек.косметика д/тела
FD0903004,Парфюмерно-косм прод
FD0904001,Средства от грызунов
FD0904000,Инсектициды
FD0904002,Ср. от комаров и мух
FD0904003,Средства от моли
FD0904004,Ср-ва от полз.насек.
FD0905001,Дезодоранты
FD0905000,Крема и товары для красоты
FD0905002,Подарочные наборы
FD0905003,Прочие кос. средства
FD0905004,Средства д/кожи лица
FD0905005,Средства для ног
FD0905006,Средства для рук
FD0905007,Средства для тела
FD0905008,Средства для эпил.
FD0905009,Средство для загара
FD0906001,Другие чистящие ср.
FD0906000,"Моющие,чистящие средства"
FD0906002,"Ср. д/туалета, ванны"
FD0906003,Ср. д/зеркал и стекл
FD0906004,"Ср-ва д/меб,ковров.."
FD0906005,Средства д/посуды
FD0906006,Ср. д/плит и духовок
FD0906007,Средства для ПММ
FD0906008,Унив. чист. средства
FD0906009,Ср.д/устр.засор.труб
FD0906010,Ср.д/пола
FD0906011,Ср.д/туалета
FD0907001,Бритвенные кассеты
FD0907000,Средства для бритья
FD0907002,Бритвенные станки
FD0907003,Средства для бритья
FD0907004,Средства п/бритья
FD0908001,Краски
FD0908000,Средства для волос
FD0908002,Средства д/укл волос
FD0908003,Средства д/волос
FD0908004,Шампуни
FD0908005,Ополаскиватели
FD0909001,Гели для душа
FD0909000,Средства для душа
FD0909002,"Блокирована (Губки,м"
FD0909003,Мыло жидкое
FD0909004,Мыло твердое
FD0909005,Пена для ванны
FD0909006,Соль для ванны
FD0910001,Др.ср-ва д/ух. белья
FD0910000,Средства для ухода за бельем и одеж
FD0910002,Кондиц.-опол.д/белья
FD0910003,Мыло хозяйственное
FD0910004,"Отбеливатели, пятн."
FD0910005,СМС для стирки жид.
FD0910006,СМС для стирки сухие
FD0910007,"Щетки одежные, рол."
FD0911001,Женская гигиена
FD0911000,Средства личной гигиены
FD0911002,Подгузники..д/взрос.
FD0911003,"Презервативы, гели"
FD0911004,Пр.ср-ва лич.гигиены
FD0912001,Акссесуары для обуви
FD0912000,Средства ухода за обувью
FD0912002,Губки для обуви
FD0912003,Дезодоранты д/буви
FD0912004,Др. средства д/обуви
FD0912005,Крема и краски
FD0912006,Спреи
FD0912007,Ср. д/раст. обуви
FD0913001,Мешки для мусора
FD0913000,Упаковочные материалы (Food)
FD0913002,"Товары д/гот.,хр.пищ"
FD0913003,Покупательск.пакеты
FD0913004,Инд.упаковка для СП
FD0914001,Губки хозяйственные
FD0914000,Хозяйственные принадлежности
FD0914002,Руковицы хозяйств.
FD0914003,"Салфетки, тряпки"
FD0915001,Бумажные полотенца
FD0915000,Целлюлозная и ватная продукция
FD0915002,Бумажные салфетки
FD0915003,Бумажные скатерти
FD0915004,Ватная продукция
FD0915005,Вл. туалетная бумага
FD0915006,Влажные салфетки
FD0915007,Носовые платки бум.
FD0915008,Туалетная бумага
FD1001001,"Сигареты, папиросы"
FD1001000,Табачные изделия и аксессуары
FD1000000,Табачные изделия и аксессуары (Food
FD1001002,"Сигары, сигариллы"
FD1001003,Табак
FD1001004,Электронные сигареты
FD1101001,"Соломка, хл.палочки"
FD1101000,Бараночные изделия
FD1100000,"Хлеб, хлебобулочные изделия (Food)"
FD1101002,"Сушки,баранки,бубл."
FD1102001,Мелкоштучные изделия
FD1102000,"Пироги, изделия сдобные"
FD1102002,Пироги
FD1103001,Сухари
FD1103000,Сухарные изделия
FD1103002,Сухарики
FD1103003,"Хлебцы, тосты"
FD1104001,"Лаваш, лепешки"
FD1104000,Хлеб прочий
FD1104002,Хлеб прочий
FD1105001,Хлеб белый
FD1105000,Хлеб пшеничный
FD1106001,Хлеб черный
FD1106000,Хлеб ржаной
FR0101001,Сухие яичные пр.
FR0101000,Сухие компоненты и смеси (Fresh)
FR0100000,Бакалея (Fresh)
FR0000000,FRESH
FD0803008,Блокирована (Компоты
FR0201000,Кулинарная продукция
FR0200000,"Готовая кулинария, салаты"
FR0202000,Собственное производство (ПГК)
FR0202005,Блокирована(Изд.из м
FR0203000,Готовые блюда охлажденные
FR0301001,Йогурты дет.до 3лет
FR0301000,Детские молочные продукты
FR0300000,Детское питание (Fresh)
FR0301002,Кислом.пр.дет.до3лет
FR0301003,Творожки дет.до 3лет
FR0301004,Молоко детское
FR0201002,Салаты рыбн.ПРИСТ
FR0202001,СП Гарниры ПРИСТ
FR0202002,СП Гриль птиц.ПРИСТ
FR0202003,СП Гриль из мясПРИСТ
FR0202004,СП Изд.из птиц.ПРИСТ
FR0202006,СП Изд.из мяса ПРИСТ
FR0202007,Изд.из птиц.СП ПРИСТ
FR0202008,Изд.из рыбы СП ПРИСТ
FR0202009,СП Изд.из твор.ПРИСТ
FR0202010,СП Изд.из овощ.ПРИСТ
FR0202012,СП Мучные изд.ПРИСТ
FR0202013,СП Кулинар.изд.ПРИСТ
FR0202014,СП Салаты мясн.ПРИСТ
FR0202015,СП Салаты овощ.ПРИСТ
FR0202016,СП Салаты рыбн.ПРИСТ
FR0202017,СП Соления  ПРИСТ
FR0202018,Сыры с/пр-во  ПРИСТ
FR0203002,Бутерброды ПРИСТ
FR0203003,Пицца ПРИСТ
FR0602006,Творог зерненый
FR0301005,Йогурты свеж.от 3лет
FR0301006,Йогурты пит.от 3лет
FR0301007,Творожки дет.от 3лет
FR0301008,Твор.пр.дет.от 3лет
FR0401001,Грибы с/м
FR0401000,Замороженная плодоовощная продукция
FR0400000,Замороженные продукты
FR0401002,Картофель с/м
FR0401003,Овощи (моно) с/м
FR0401004,Овощные смеси с/м
FR0401005,Ягоды с/м
FR0402001,Мясо замороженное
FR0402000,Замороженное мясо и субпродукты
FR0402002,Субпродукты с/м
FR0402003,Фарш мясной с/м
FR0403001,Мясо птицы-разд. с/м
FR0403000,Замороженное мясо птицы
FR0403002,Мясо птицы-тушка с/м
FR0404001,"Краб.пал., мясо с/м"
FR0404000,Замороженные морепродукты
FR0404002,Креветки
FR0404003,Морепродукты с/м
FR0405001,Блины с/м
FR0405000,Замороженные полуфабрикаты
FR0405002,"Вареники,сырники с/м"
FR0405003,Гот. блюда и п/ф с/м
FR0405004,"Наггетсы, филе"
FR0405005,Котлеты с/м
FR0405006,Пельмени
FR0405007,Пицца с/м
FR0405008,Тесто
FR0405009,Фарш мясной с/м
FR0406001,"Замор.торты, пирож."
FR0406000,"Замороженные торты, пирожные"
FR0407001,Мороженое семейное
FR0407000,Мороженое
FR0407002,Мороженое в конт.
FR0407003,Мороженое порционное
FR0407004,"Торты-морож., рулеты"
FR0408001,Рыба с/м тушки
FR0408000,Рыба замороженная
FR0408002,"Рыба с/м филе,стейки"
FR0408003,Рыбные полуфаб. с/м
FR0501001,"СП Печенье, кексы"
FR0501000,Собственное производство (Кондитерк
FR0500000,Кондитерские изделия (Fresh)
FR0501002,СП Торты
FR0501003,СП Пирожные
FR0502001,Пирожное свежее
FR0502000,"Торты, пирожные свежие"
FR0502002,Торты свежие
FR0502003,Пироги и прочее
FR0601001,Десерты молочные
FR0601000,Десерты
FR0600000,Молочная гастрономия
FR0601002,Десерты ягодные
FR0601003,Снеки молочные
FR0602001,Йогурты свежие
FR0602000,Кисломолочные продукты
FR0602002,Йогурты термизир.
FR0602003,Сметана
FR0602004,Сырки глазированные
FR0602005,Творог
FR0906011,Чеснок
FR0602007,Творожная масса
FR0602008,Творожные продукты
FR0602009,Йогурт питьевой
FR0602010,Кефир
FR0602011,Нац.кислом. продукты
FR0602012,Прочие кислом.прод.
FR0602013,Ряженка
FR0602014,"Варенец,простокваша"
FR0602015,Творог мягкий
FR0603001,Майонез
FR0603000,Масложировые продукты
FR0603002,"Маргарин, спреды"
FR0603003,Масло коровье
FR0604001,Молоко пастеризов.
FR0604000,Молоко
FR0604002,Молоко стерилизов.
FR0604003,Молочные коктейли
FR0604004,Молочные консервы
FR0605001,Сливки взбитые
FR0605000,Сливки
FR0605002,Сливки жидкие
FR0606001,Сыры мягкие
FR0606000,Сыры
FR0606002,Сыры плавленые
FR0606003,Сыры рассольные
FR0606004,Сыры с плесенью
FR0606005,"Сыры твердые, п/тв."
FR0606006,Сыры творожные
FR0606007,Сыры мягкие ПРИЛАВ
FR0606008,Сыры плавлен.ПРИЛАВ
FR0606009,Сыры рассол.ПРИЛАВ
FR0606010,Сыры с плесен.ПРИЛАВ
FR0606011,Сыры тв п/тв.ПРИЛАВ
FR0606012,Сыры творожн.ПРИЛАВ
FR0607001,Яйцо куриное
FR0607000,Яйцо
FR0607002,Яйцо перепелиное
FR0607003,Яйцо прочих птиц
FR0701001,Ветчина
FR0701000,Колбасные изделия
FR0700000,Мясная гастрономия
FR0701002,Колбасы  в/к
FR0701003,"Колбасы, хлеб мяс."
FR0701004,Колбасы из субпр.
FR0701005,Колбасы п/к
FR0701006,Колбасы с/в
FR0701007,Колбасы с/к
FR0701008,Снеки мясные
FR0701009,"Зельцы, заливные"
FR0701010,Паштеты
FR0701011,"Сардельки, шпикачки"
FR0701012,Сосиски
FR0701013,Ветчина ПРИЛАВ
FR0701014,"Зельцы,заливн.ПРИЛАВ"
FR0701015,Колбасы  в/к ПРИЛАВ
FR0701016,Колб.из субпр.ПРИЛАВ
FR0701017,Колбасы п/к ПРИЛАВ
FR0701018,Колбасы с/в ПРИЛАВ
FR0701019,Колбасы с/к ПРИЛАВОК
FR0701020,"Колб,хлеб мяс.ПРИЛАВ"
FR0701021,Паштеты ПРИЛАВ
FR0701022,"Сардел,шпикач.ПРИЛАВ"
FR0701023,Сосиски ПРИЛАВ
FR0702001,Копчености из говяд.
FR0702000,Копчености из говядины
FR0703001,Копч. др.видов мяса
FR0907001,Яблоки
FR0703000,Копчености из других видов мяса
FR0704001,Копч. из мяса птицы
FR0704000,Копчености из мяса птицы
FR0705001,Балык
FR0705000,Копчености из свинины
FR0705002,Буженина
FR0705003,Др.виды копч. свин.
FR0705004,Карбонад
FR0705005,"Корейка,груд.,бекон"
FR0705006,Шейка
FR0705007,Шпиг
FR0706001,Копч.из говяд.(дел.)
FR0706000,Деликатесы
FR0706002,Копч. др.мяса(дел.)
FR0706003,Копч.мяса птицы(дел)
FR0706004,Балык (дел.)
FR0706005,Буженина (дел.)
FR0706006,Др.копч. свин. (дел)
FR0706007,Карбонад (дел.)
FR0706008,"Кор.,груд,бекон(дел)"
FR0706009,Окорок
FR0706010,Шейка (дел)
FR0706011,Шпиг (дел)
FR0706012,Балык ПРИЛАВ
FR0706013,Буженина ПРИЛАВ
FR0706014,Карбонад ПРИЛАВ
FR0706015,Копч.из говяд.ПРИЛАВ
FR0706016,Копч.мяса пт.ПРИЛАВ
FR0706017,"Кор.,груд,бек.ПРИЛАВ"
FR0706018,Окорок ПРИЛАВ
FR0706019,Шейка ПРИЛАВ
FR0706020,Копч.др.мяса(дел)ПР
FR0706021,Др.копч.свин.(дел)ПР
FR0801001,Баранина охлажденная
FR0801000,Мясо и П/Ф охлажденые
FR0800000,Мясо и мясные изделия
FR0801002,Говядина охлажденная
FR0801003,Изделия из мяса ох.
FR0801004,Прочие виды мяса охл
FR0801005,Свинина охлажденная
FR0801006,Субпрод.из мяса охл.
FR0801007,Телятина охлажденная
FR0801008,Фарш  охлажденный
FR0801009,"Изд.мяса птицы, охл."
FR0801010,Курица-разделка охл.
FR0801011,Курица-тушка охл
FR0801012,Птица прочая-разд.ох
FR0801013,Птица прочая-тушка
FR0801014,Субпродукты из птицы
FR0802001,Баранина маринован.
FR0802000,Собственное производство (Мясные из
FR0802002,Баранина мясокостная
FR0802003,Баранина натуральная
FR0802004,"Баранина фарш, изд."
FR0802005,Говядина маринов.
FR0802006,Говядина мясокостн.
FR0802007,Говядина натуральная
FR0802008,"Говядина фарш, изд."
FR0802009,Мясо др.животных с/п
FR0802010,"Птица диетич.,изд."
FR0802011,Птица маринованная
FR0802012,Птица натуральная
FR0802013,Блокирована(Птиц фар
FR0802014,Свинина маринованная
FR0802015,Свинина мясокостная
FR0802016,Свинина натуральная
FR0802017,"Свинина фарш,изделия"
FR0802018,Субпродукты с/пр-во
FR0802019,Телятина маринован.
FR0802020,Телятина мясокостная
FR0802021,Телятина натуральная
FR0802022,"Телятина фарш, изд."
FR0802023,Гриль из мяса с/пр-в
FR0802024,Изделия из мяса с/пр
AG_REBATE100000000000022001,Rabatt-Artikelgruppe
FR0803001,Блокирована (Фарш мя
FR0803002,Фарш мясной охл
FR0803000,Фарш
FR0901001,Блокирована(Грибы св
FR0902001,Блокирована(Зел.свеж
FR0902002,"Блокирована(Зерн,боб"
FR0902003,"Блокирована(Каб,бакл"
FR0902004,Блокирована(Капустн.
FR0902005,Блокирована(Картофел
FR0902006,Блокирована(Корнепл.
FR0902007,"Блокирована(Лук,чесн"
FR0902008,Блокирована(Наб.овощ
FR0902009,Блокирована(Огурц.св
FR0902010,Блокирована(Пф ов.св
FR0902011,Блокирована(Перец св
FR0902012,Блокирована(Проростк
FR0902013,Блокирована(Салат.зе
FR0902014,Блокирована(Соленья
FR0902015,Блокирована(Томат.св
FR0903001,Блокирована(Бананы)
FR0903002,Блокирована(Виноград
FR0903003,"Блокирована(Груши,ай"
FR0903004,"Блокирована(Дыни,арб"
FR0903005,Блокирована(Косточк.
FR0903006,Блокирована(Пф фр.св
FR0903007,Блокирована(Цитрус.
FR0903008,Блокирована(Экз.фрук
FR0903009,Блокирована(Яблоки
FR0903010,Блокирована(Ягоды
FR0904001,Блокирована(Ср.цветы
FR0904002,Блокирована(Горш.цв)
FR0905001,Грибы свежие
FR0905000,Овощи/Грибы
FR0900000,Овощи - Фрукты
FR0905002,Перец свежий
FR0905003,"Зерновые, бобовые"
FR0905004,"Кабачки, бакл.,тыква"
FR0905005,Капустные
FR0905006,Томаты свежие
FR0905007,Наборы овощные
FR0905008,Огурцы свежие
FR0906001,Зелень свежая
FR0906000,Овощи/Зелень
FR0906002,Картофель
FR0906003,Корнеплоды
FR0906004,Лук
FR0906005,П/ф овощные свежие
FR0906006,Проростки
FR0906007,Салаты зеленые
FR0906008,Срезанные цветы
FR0906009,Горшечные цветы
FR0907000,Фрукты/Ягоды
FR0907002,Ягоды
FR0907003,Соленья
FR0907004,Бананы
